# 制作：北京语言大学-汉语国际教育技术研发中心 http://nlp.blcu.edu.cn
"Idiom","Pinyin"
轻裘肥马,qing1_qiu2_fei2_ma3
倾城倾国,qing1_cheng2_qing1_guo2
倾国倾城,qing1_guo2_qing1_cheng2
倾家荡产,qing1_jia1_dang4_chan3
倾盆大雨,qing1_pen2_da4_yu3
倾箱倒箧,qing1_xiang1_dao4_qie4
倾心尽力,qing1_xin1_jin4_li4
倾心吐胆,qing1_xin1_tu2_dan3
清风两袖,qing1_feng1_liang3_xiu4
清风明月,qing1_feng1_ming2_yue4
清君侧,qing1_jun1_ce4
清闲自在,qing1_xian2_zi4_zai4
晴天霹雳,qing2_tian1_pi1_li4
情不自禁,qing2_bu2_zi4_jin4
情景交融,qing2_jing3_jiao1_rong2
情随事迁,qing2_sui2_shi4_qian1
情同手足,qing2_tong2_shou3_zu2
情投意合,qing2_tou2_yi4_he2
情文并茂,qing2_wen2_bing4_mao4
情有可原,qing2_you2_ke3_yuan2
情真词切,qing2_zhen1_ci2_qie4
情窦初开,qing2_dou4_chu1_kai1
请君入瓮,qing3_jun1_ru4_weng4
穷兵黩武,qiong2_bing1_du2_wu3
穷当益坚,qiong2_dang1_yi4_jian1
穷根究底,qiong2_gen1_jiu1_di3
穷极无聊,qiong2_ji2_wu2_liao2
穷家富路,qiong2_jia1_fu4_lu4
穷年累月,qiong2_nian2_lei3_yue4
穷山恶水,qiong2_shan1_e4_shui3
穷奢极侈,qiong2_she1_ji2_chi3
穷途潦倒,qiong2_tu2_liao2_dao3
穷途末路,qiong2_tu2_mo4_lu4
穷乡僻壤,qiong2_xiang1_pi4_rang3
穷形尽相,qiong2_xing2_jin4_xiang4
穷凶极恶,qiong2_xiong1_ji2_e4
穷原竟委,qiong2_yuan2_jing4_wei3
穷源溯流,qiong2_yuan2_su4_liu2
穷则思变,qiong2_ze2_si1_bian4
穷追不舍,qiong2_zhui1_bu4_she3
秋风过耳,qiu1_feng1_guo4_er3
秋高气爽,qiu1_gao1_qi4_shuang3
秋毫无犯,qiu1_hao2_wu2_fan4
秋后算帐,qiu1_hou4_suan4_zhang4
求全责备,qiu2_quan2_ze2_bei4
求田问舍,qiu2_tian2_wen4_she3
求同存异,qiu2_tong2_cun2_yi4
求之不得,qiu2_zhi1_bu4_de2
囚首垢面,qiu2_shou3_gou4_mian4
趋炎附势,qu1_yan2_fu4_shi4
趋之若鹜,qu1_zhi1_ruo4_wu4
曲高和寡,qu3_gao1_he4_gua3
曲尽其妙,qu3_jin4_qi2_miao4
曲径通幽,qu3_jing4_tong1_you1
曲突徙薪,qu3_tu1_xi3_xin1
曲意逢迎,qu3_yi4_feng2_ying2
曲终奏雅,qu3_zhong1_zou4_ya3
屈打成招,qu1_da3_cheng2_zhao1
屈指可数,qu1_zhi2_ke3_shu3
取长补短,qu3_chang2_bu2_duan3
取而代之,qu3_er2_dai4_zhi1
取精用弘,qu3_jing1_yong4_hong2
取之不尽,qu3_zhi1_bu2_jin4
去粗取精,qu4_cu1_qu3_jing1
去伪存真,qu4_wei3_cun2_zhen1
权宜之计,quan2_yi2_zhi1_ji4
全力以赴,quan2_li4_yi3_fu4
全神贯注,quan2_shen2_guan4_zhu4
全始全终,quan2_shi3_quan2_zhong1
全心全意,quan2_xin1_quan2_yi4
全知全能,quan2_zhi1_quan2_neng2
拳打脚踢,quan2_da2_jiao3_ti1
犬马之劳,quan2_ma3_zhi1_lao2
犬牙交错,quan3_ya2_jiao1_cuo4
缺斤短两,que1_jin1_duan2_liang3
缺心眼儿,que1_xin1_yan3r
缺一不可,que1_yi2_bu4_ke3
缺衣少食,que1_yi1_shao3_shi2
却之不恭,que4_zhi1_bu4_gong1
鹊巢鸠占,que4_chao2_jiu1_zhan4
鹊桥相会,que4_qiao2_xiang1_hui4
确乎不拔,que4_hu1_bu4_ba2
群策群力,qun2_ce4_qun2_li4
群龙无首,qun2_long2_wu2_shou3
群魔乱舞,qun2_mo2_luan4_wu3
群轻折轴,qun2_qing1_zhe2_zhou2
群威群胆,qun2_wei1_qun2_dan3
燃眉之急,ran2_mei2_zhi1_ji2
饶有风趣,rao2_you3_feng1_qu4
惹火烧身,re2_huo3_shao1_shen1
惹是生非,re3_shi4_sheng1_fei1
热火朝天,re4_huo3_chao2_tian1
仁人君子,ren2_ren2_jun1_zi3
仁义道德,ren2_yi4_dao4_de2
仁至义尽,ren2_zhi4_yi4_jin4
人才辈出,ren2_cai2_bei4_chu1
人才出众,ren2_cai2_chu1_zhong4
人才济济,ren2_cai2_ji2_ji3
人地生疏,ren2_di4_sheng1_shu1
人定胜天,ren2_ding4_sheng4_tian1
人多势众,ren2_duo1_shi4_zhong4
人多嘴杂,ren2_duo1_zui3_za2
人非草木,ren2_fei1_cao3_mu4
人浮于事,ren2_fu2_yu2_shi4
人欢马叫,ren2_huan1_ma3_jiao4
人迹罕至,ren2_ji1_han3_zhi4
人杰地灵,ren2_jie2_di4_ling2
人尽其材,ren2_jin4_qi2_cai2
人尽其才,ren2_jin4_qi2_cai2
人困马乏,ren2_kun4_ma3_fa2
人来人往,ren2_lai2_ren2_wang3
人老珠黄,ren2_lao3_zhu1_huang2
人面兽心,ren2_mian4_shou4_xin1
人命关天,ren2_ming4_guan1_tian1
人莫予毒,ren2_mo4_yu2_du2
人琴俱亡,ren2_qin2_ju4_wang2
人情世故,ren2_qing2_shi4_gu4
人去楼空,ren2_qu4_lou2_kong1
人人皆知,ren2_ren2_jie1_zhi1
人人自危,ren2_ren2_zi4_wei1
人山人海,ren2_shan1_ren2_hai3
人声鼎沸,ren2_sheng1_ding3_fei4
人生在世,ren2_sheng1_zai4_shi4
人寿年丰,ren2_shou4_nian2_feng1
人所共知,ren2_suo3_gong4_zhi1
人亡物在,ren2_wang2_wu4_zai4
人微言轻,ren2_wei1_yan2_qing1
人心不古,ren2_xin1_bu4_gu3
人心惶惶,ren2_xin1_huang2_huang2
人心如面,ren2_xin1_ru2_mian4
人心所向,ren2_xin1_suo3_xiang4
人心惟危,ren2_xin1_wei2_wei1
人心向背,ren2_xin1_xiang4_bei4
人心叵测,ren2_xin1_po3_ce4
人言可畏,ren2_yan2_ke3_wei4
人仰马翻,ren2_yang2_ma3_fan1
人云亦云,ren2_yun2_yi4_yun2
人之常情,ren2_zhi1_chang2_qing2
忍俊不禁,ren3_jun4_bu4_jin1
忍气吞声,ren3_qi4_tun1_sheng1
忍辱负重,ren2_ru3_fu4_zhong4
忍辱求全,ren2_ru3_qiu2_quan2
忍痛割爱,ren3_tong4_ge1_ai4
忍无可忍,ren3_wu2_ke2_ren3
任劳任怨,ren4_lao2_ren4_yuan4
任其自流,ren4_qi2_zi4_liu2
任人唯亲,ren4_ren2_wei2_qin1
任人唯贤,ren4_ren2_wei2_xian2
任人宰割,ren4_ren2_zai3_ge1
任重道远,ren4_zhong4_dao4_yuan3
认贼作父,ren4_zei2_zuo4_fu4
日薄西山,ri4_bo2_xi1_shan1
日不暇给,ri4_bu4_xia2_ji3
日复一日,ri4_fu4_yi2_ri4
日积月累,ri4_ji1_yue4_lei3
日久天长,ri4_jiu3_tian1_chang2
日就月将,ri4_jiu4_yue4_jiang1
日暮途穷,ri4_mu4_tu2_qiong2
日日夜夜,ri4_ri4_ye4_ye4
日上三竿,ri4_shang4_san1_gan1
日新月异,ri4_xin1_yue4_yi4
日以继夜,ri4_yi3_ji4_ye4
日月如梭,ri4_yue4_ru2_suo1
戎马生涯,rong2_ma3_sheng1_ya2
荣华富贵,rong2_hua2_fu4_gui4
荣宗耀祖,rong2_zong1_yao4_zu3
融会贯通,rong2_hui4_guan4_tong1
容光焕发,rong2_guang1_huan4_fa1
柔情绰态,rou2_qing2_chuo4_tai4
茹苦含辛,ru2_ku3_han2_xin1
茹毛饮血,ru2_mao2_yin3_xue4
孺子可数,ru2_zi2_ke3_shu4
如臂使指,ru2_bi4_shi2_zhi3
如痴如醉,ru2_chi1_ru2_zui4
如出一辙,ru2_chu1_yi4_zhe2
如此而已,ru2_ci3_er2_yi3
如法炮制,ru2_fa3_pao2_zhi4
如虎添翼,ru2_hu3_tian1_yi4
如花似锦,ru2_hua1_si4_jin3
如火如荼,ru2_huo3_ru2_tu2
如获至宝,ru2_huo4_zhi4_bao3
如饥如渴,ru2_ji1_ru2_ke3
如饥似渴,ru2_ji1_si4_ke3
如胶似漆,ru2_jiao1_si4_qi1
如狼似虎,ru2_lang2_si4_hu3
如雷贯耳,ru2_lei2_guan4_er3
如临大敌,ru2_lin2_da4_di2
如临深渊,ru2_lin2_shen1_yuan1
如履薄冰,ru2_lv3_bo2_bing1
如梦初醒,ru2_meng4_chu1_xing3
如梦方醒,ru2_meng4_fang1_xing3
如鸟兽散,ru2_niao3_shou4_san4
如日中天,ru2_ri4_zhong1_tian1
如丧考妣,ru2_sang1_kao2_bi3
如释重负,ru2_shi4_zhong4_fu4
如数家珍,ru2_shu3_jia1_zhen1
如蚁附膻,ru2_yi3_fu4_shan1
如意算盘,ru2_yi4_suan4_pan2
如影随形,ru2_ying3_sui2_xing2
如鱼得水,ru2_yu2_de2_shui3
如愿以偿,ru2_yuan4_yi3_chang2
如坐云雾,ru2_zuo4_yun2_wu4
如坐针毡,ru2_zuo4_zhen1_zhan1
乳臭未干,ru3_xiu4_wei4_gan1
入不敷出,ru4_bu4_fu1_chu1
入国问禁,ru4_guo2_wen4_jin4
入境问俗,ru4_jing4_wen4_su2
入木三分,ru4_mu4_san1_fen1
入情入理,ru4_qing2_ru4_li3
入乡随俗,ru4_xiang1_sui2_su2
入主出奴,ru4_zhu3_chu1_nu2
软弱无力,ruan3_ruo4_wu2_li4
软硬兼施,ruan3_ying4_jian1_shi1
锐不可当,rui4_bu4_ke3_dang1
若即若离,ruo4_ji2_ruo4_li2
若明若暗,ruo4_ming2_ruo4_an4
若无其事,ruo4_wu2_qi2_shi4
若隐若现,ruo4_yin3_ruo4_xian4
若有所失,ruo4_you2_suo3_shi1
若有所思,ruo4_you2_suo3_si1
弱不禁风,ruo4_bu4_jin1_feng1
弱肉强食,ruo4_rou4_qiang2_shi2
塞翁失马,sai1_weng1_shi1_ma3
三长两短,san1_chang2_liang2_duan3
三从四德,san1_cong2_si4_de2
三番五次,san1_fan1_wu3_ci4
三翻四复,san1_fan1_si4_fu4
三纲五常,san1_gang1_wu3_chang2
三姑六婆,san1_gu1_liu4_po2
三顾茅庐,san1_gu4_mao2_lu2
三缄其口,san1_jian1_qi2_kou3
三教九流,san1_jiao4_jiu3_liu2
三令五申,san1_ling4_wu3_shen1
三三两两,san1_san1_liang2_liang3
三生有幸,san1_sheng1_you3_xing4
三思而行,san1_si1_er2_xing2
三头六臂,san1_tou2_liu4_bi4
三心二意,san1_xin1_er4_yi4
三言两语,san1_yan2_liang2_yu3
三足鼎立,san1_zu2_ding3_li4
散兵游勇,san4_bing1_you2_yong3
桑榆暮景,sang1_yu2_mu4_jing3
丧魂落魄,sang4_hun2_luo4_po4
丧家之犬,sang4_jia1_zhi1_quan3
丧尽天良,sang1_jin4_tian1_liang2
丧权辱国,sang4_quan2_ru3_guo2
丧心病狂,sang4_xin1_bing4_kuang2
扫地出门,sao3_di4_chu1_men2
色彩斑斓,se4_cai3_ban1_lan2
杀风景,sha1_feng1_jing3
杀回马枪,sha1_hui2_ma3_qiang1
杀鸡取卵,sha1_ji1_qu2_luan3
杀鸡吓猴,sha1_ji1_xia4_hou2
杀气腾腾,sha1_qi4_teng2_teng2
杀人如麻,sha1_ren2_ru2_ma2
杀人越货,sha1_ren2_yue4_huo4
杀身成仁,sha1_shen1_cheng2_ren2
杀一儆百,sha1_yi4_jing2_bai3
沙里淘金,sha1_li3_tao2_jin1
煞费苦心,sha4_fei4_ku3_xin1
山高水低,shan1_gao1_shui3_di1
山盟海誓,shan1_meng2_hai3_shi4
山南海北,shan1_nan2_hai2_bei3
山青水秀,shan1_qing1_shui3_xiu4
山清水秀,shan1_qing1_shui3_xiu4
山穷水尽,shan1_qiong2_shui3_jin4
山珍海味,shan1_zhen1_hai3_wei4
删繁就简,shan1_fan2_jiu4_jian3
闪烁其辞,shan3_shuo4_qi2_ci2
善罢甘休,shan4_ba4_gan1_xiu1
善始善终,shan4_shi3_shan4_zhong1
伤风败俗,shang1_feng1_bai4_su2
伤天害理,shang1_tian1_hai4_li3
伤天害命,shang1_tian1_hai4_ming4
伤心惨目,shang1_xin1_can3_mu4
赏罚分明,shang3_fa2_fen1_ming2
赏心悦目,shang3_xin1_yue4_mu4
上下其手,shang4_xia4_qi2_shou3
上行下效,shang4_xing2_xia4_xiao4
尚方宝剑,shang4_fang1_bao3_jian4
稍胜一筹,shao1_sheng4_yi4_chou2
稍纵即逝,shao1_zong4_ji2_shi4
少安毋躁,shao3_an1_wu2_zao4
少不更事,shao4_bu4_geng1_shi4
少见多怪,shao3_jian4_duo1_guai4
舌敝唇焦,she2_bi4_chun2_jiao1
舌剑唇枪,she2_jian4_chun2_qiang1
舍本逐末,she2_ben3_zhu2_mo4
舍车保帅,she3_ju1_bao3_shuai4
舍己救人,she2_ji3_jiu4_ren2
舍己为人,she2_ji3_wei4_ren2
舍近求远,she3_jin4_qiu2_yuan3
舍身为国,she3_shen1_wei4_guo2
舍生取义,she3_sheng1_qu3_yi4
舍生忘死,she3_sheng1_wang4_si3
舍死忘生,she2_si3_wang4_sheng1
舍已为公,she2_ji3_wei4_gong1
设身处地,she4_shen1_chu3_di4
身败名裂,shen1_bai4_ming2_lie4
身不由己,shen1_bu4_you2_ji3
身残志坚,shen1_can2_zhi4_jian1
身价百倍,shen1_jia4_bai3_bei4
身经百战,shen1_jing1_bai3_zhan4
身临其境,shen1_lin2_qi2_jing4
身强力壮,shen1_qiang2_li4_zhuang4
身体力行,shen1_ti3_li4_xing2
身外之物,shen1_wai4_zhi1_wu4
身无分文,shen1_wu2_fen1_wen2
身先士卒,shen1_xian1_shi4_zu2
深闭固拒,shen1_bi4_gu4_ju4
深不可测,shen1_bu4_ke3_ce4
深仇大恨,shen1_chou2_da4_hen4
深得民心,shen1_de2_min2_xin1
深恶痛绝,shen1_wu4_tong4_jue2
深根固蒂,shen1_gen1_gu4_di4
深更半夜,shen1_geng1_ban4_ye4
深沟高垒,shen1_gou1_gao1_lei3
深居简出,shen1_ju1_jian3_chu1
深谋远虑,shen1_mou2_yuan3_lv4
深情厚谊,shen1_qing2_hou4_yi4
深入浅出,shen1_ru4_qian3_chu1
深入人心,shen1_ru4_ren2_xin1
深思熟虑,shen1_si1_shu2_lv4
深文周纳,shen1_wen2_zhou1_na4
深信不疑,shen1_xin4_bu4_yi2
深宅大院,shen1_zhai2_da4_yuan4
神采飞扬,shen2_cai3_fei1_yang2
神采奕奕,shen2_cai3_yi4_yi4
神差鬼使,shen2_cha1_gui2_shi3
神出鬼没,shen2_chu1_gui3_mo4
神工鬼斧,shen2_gong1_gui2_fu3
神乎其神,shen2_hu1_qi2_shen2
神魂颠倒,shen2_hun2_dian1_dao3
神机妙算,shen2_ji1_miao4_suan4
神妙莫测,shen2_miao4_mo4_ce4
神气活现,shen2_qi4_huo2_xian4
神通广大,shen2_tong1_guang3_da4
审时度势,shen3_shi2_duo2_shi4
甚嚣尘上,shen4_xiao1_chen2_shang4
声东击西,sheng1_dong1_ji1_xi1
声泪俱下,sheng1_lei4_ju4_xia4
声名狼藉,sheng1_ming2_lang2_ji2
声色俱厉,sheng1_se4_ju4_li4
声势浩大,sheng1_shi4_hao4_da4
声嘶力竭,sheng1_si1_li4_jie2
生搬硬套,sheng1_ban1_ying4_tao4
生财有道,sheng1_cai2_you3_dao4
生老病死,sheng1_lao3_bing4_si3
生离死别,sheng1_li2_si3_bie2
生灵涂炭,sheng1_ling2_tu2_tan4
生龙活虎,sheng1_long2_huo2_hu3
生气勃勃,sheng1_qi4_bo2_bo2
生杀予夺,sheng1_sha1_yu2_duo2
生生不息,sheng1_sheng1_bu4_xi1
生死存亡,sheng1_si3_cun2_wang2
生死攸关,sheng1_si3_you1_guan1
生吞活剥,sheng1_tun1_huo2_bo1
升堂入室,sheng1_tang2_ru4_shi4
绳锯木断,sheng2_ju4_mu4_duan4
绳之以法,sheng2_zhi1_yi2_fa3
省吃俭用,sheng3_chi1_jian3_yong4
盛气凌人,sheng4_qi4_ling2_ren2
盛衰荣辱,sheng4_shuai1_rong2_ru3
师出无名,shi1_chu1_wu2_ming2
师心自用,shi1_xin1_zi4_yong4
失道寡助,shi1_dao4_gua3_zhu4
失而复得,shi1_er2_fu4_de2
失魂落魄,shi1_hun2_luo4_po4
失之交臂,shi1_zhi1_jiao1_bi4
诗情画意,shi1_qing2_hua4_yi4
十冬腊月,shi2_dong1_la4_yue4
十恶不赦,shi2_e4_bu2_she4
十拿九稳,shi2_na2_jiu2_wen3
十年寒窗,shi2_nian2_han2_chuang1
十全十美,shi2_quan2_shi2_mei3
十室九空,shi2_shi4_jiu3_kong1
十万火急,shi2_wan4_huo3_ji2
十指连心,shi2_zhi3_lian2_xin1
石沉大海,shi2_chen2_da4_hai3
石破天惊,shi2_po4_tian1_jing1
拾金不昧,shi2_jin1_bu2_mei4
拾人牙慧,shi2_ren2_ya2_hui4
时来运转,shi2_lai2_yun4_zhuan3
食古不化,shi2_gu3_bu2_hua4
食言而肥,shi2_yan2_er2_fei2
实事求是,shi2_shi4_qiu2_shi4
识文断字,shi2_wen2_duan4_zi4
史无前例,shi3_wu2_qian2_li4
矢口抵赖,shi2_kou3_di3_lai4
矢口否认,shi2_kou3_fou3_ren4
矢志不移,shi3_zhi4_bu4_yi2
始终不懈,shi3_zhong1_bu2_xie4
始终不渝,shi3_zhong1_bu4_yu2
始终如一,shi3_zhong1_ru2_yi1
世态炎凉,shi4_tai4_yan2_liang2
世外桃源,shi4_wai4_tao2_yuan2
事半功倍,shi4_ban4_gong1_bei4
事倍功半,shi4_bei4_gong1_ban4
事必躬亲,shi4_bi4_gong1_qin1
事出有因,shi4_chu1_you3_yin1
事过境迁,shi4_guo4_jing4_qian1
事无巨细,shi4_wu2_ju4_xi4
事与愿违,shi4_yu3_yuan4_wei2
事在人为,shi4_zai4_ren2_wei2
拭目以待,shi4_mu4_yi3_dai4
势不可当,shi4_bu4_ke3_dang1
势不可挡,shi4_bu4_ke2_dang3
势不两立,shi4_bu4_liang3_li4
势均力敌,shi4_jun1_li4_di2
势如破竹,shi4_ru2_po4_zhu2
势在必行,shi4_zai4_bi4_xing2
是非曲直,shi4_fei1_qu1_zhi2
是是非非,shi4_shi4_fei1_fei1
嗜杀成性,shi4_sha1_cheng2_xing4
噬脐莫及,shi4_qi2_mo4_ji2
适得其反,shi4_de2_qi2_fan3
适逢其会,shi4_feng2_qi2_hui4
适可而止,shi4_ke3_er2_zhi3
恃强凌弱,shi4_qiang2_ling2_ruo4
视而不见,shi4_er2_bu2_jian4
视若无睹,shi4_ruo4_wu2_du3
视死如归,shi4_si3_ru2_gui1
视为畏途,shi4_wei2_wei4_tu2
手不释卷,shou3_bu2_shi4_juan4
手到病除,shou3_dao4_bing4_chu2
手到擒来,shou3_dao4_qin2_lai2
手急眼快,shou3_ji2_yan3_kuai4
手疾眼快,shou3_ji2_yan3_kuai4
手忙脚乱,shou3_mang2_jiao3_luan4
手无寸铁,shou3_wu2_cun4_tie3
手舞足蹈,shou2_wu3_zu2_dao3
手下留情,shou3_xia4_liu2_qing2
手足无措,shou3_zu2_wu2_cuo4
首当其冲,shou3_dang1_qi2_chong1
首屈一指,shou3_qu1_yi4_zhi3
首尾相应,shou2_wei3_xiang1_ying4
守口如瓶,shou2_kou3_ru2_ping2
守望相助,shou3_wang4_xiang1_zhu4
守株待兔,shou3_zhu1_dai4_tu4
寿比南山,shou4_bi3_nan2_shan1
寿终正寝,shou4_zhong1_zheng4_qin3
受宠若惊,shou4_chong3_ruo4_jing1
殊途同归,shu1_tu2_tong2_gui1
书香门第,shu1_xiang1_men2_di4
熟能生巧,shu2_neng2_sheng1_qiao3
熟视无睹,shu2_shi4_wu2_du3
蜀犬吠日,shu2_quan3_fei4_ri4
鼠目寸光,shu3_mu4_cun4_guang1
鼠窃狗偷,shu3_qie4_gou3_tou1
树碑立传,shu4_bei1_li4_zhuan4
树大根深,shu4_da4_gen1_shen1
树大招风,shu4_da4_zhao1_feng1
束手待毙,shu4_shou3_dai4_bi4
束手就擒,shu4_shou3_jiu4_qin2
束手无策,shu4_shou3_wu2_ce4
束之高阁,shu4_zhi1_gao1_ge2
数不胜数,shu3_bu2_sheng4_shu4
数典忘祖,shu2_dian3_wang4_zu3
数九寒天,shu4_jiu3_han2_tian1
数米而炊,shu2_mi3_er2_chui1
数一数二,shu3_yi4_shu3_er4
双管齐下,shuang1_guan3_qi2_xia4
水到渠成,shui3_dao4_qu2_cheng2
水滴石穿,shui3_di1_shi2_chuan1
水火无情,shui2_huo3_wu2_qing2
水落石出,shui3_luo4_shi2_chu1
水米无交,shui2_mi3_wu2_jiao1
水乳交融,shui2_ru3_jiao1_rong2
水深火热,shui3_shen1_huo3_re4
水泄不通,shui3_xie4_bu4_tong1
水性杨花,shui3_xing4_yang2_hua1
水涨船高,shui2_zhang3_chuan2_gao1
水中捞月,shui3_zhong1_lao1_yue4
瞬息万变,shun4_xi1_wan4_bian4
顺风转舵,shun4_feng1_zhuan3_duo4
顺理成章,shun4_li3_cheng2_zhang1
顺流而下,shun4_liu2_er2_xia4
顺手牵羊,shun4_shou3_qian1_yang2
顺水人情,shun4_shui3_ren2_qing2
顺水推舟,shun4_shui3_tui1_zhou1
顺藤摸瓜,shun4_teng2_mo1_gua1
说长道短,shuo1_chang2_dao4_duan3
说东道西,shuo1_dong1_dao4_xi1
说短论长,shuo1_duan3_lun4_chang2
说三道四,shuo1_san1_dao4_si4
说一不二,shuo1_yi4_bu2_er4
斯文扫地,si1_wen2_sao3_di4
思前想后,si1_qian2_xiang3_hou4
思绪万千,si1_xu4_wan4_qian1
司空见惯,si1_kong1_jian4_guan4
丝丝入扣,si1_si1_ru4_kou4
死不瞑目,si3_bu4_ming2_mu4
死得其所,si3_de2_qi2_suo3
死而复生,si3_er2_fu4_sheng1
死而后己,si3_er2_hou4_yi3
死灰复燃,si3_hui1_fu4_ran2
死里逃生,si2_li3_tao2_sheng1
死皮赖脸,si3_pi2_lai4_lian3
死乞白赖,si2_qi3_bai2_lai4
死气沉沉,si3_qi4_chen2_chen2
死去活来,si3_qu4_huo2_lai2
死心塌地,si3_xin1_ta1_di4
死有余辜,si2_you3_yu2_gu1
死于非命,si3_yu2_fei1_ming4
肆无忌惮,si4_wu2_ji4_dan4
肆无忌弹,si4_wu2_ji4_dan4
四大皆空,si4_da4_jie1_kong1
四分五裂,si4_fen1_wu3_lie4
四海为家,si4_hai3_wei2_jia1
四面八方,si4_mian4_ba1_fang1
四面楚歌,si4_mian4_chu3_ge1
四平八稳,si4_ping2_ba1_wen3
四通八达,si4_tong1_ba1_da2
似是而非,si4_shi4_er2_fei1
耸人听闻,song3_ren2_ting1_wen2
颂古非今,song4_gu3_fei1_jin1
送往迎来,song4_wang3_ying2_lai2
搜肠刮肚,sou1_chang2_gua1_du4
素不相识,su4_bu4_xiang1_shi2
素昧平生,su4_mei4_ping2_sheng1
速战速决,su4_zhan4_su4_jue2
肃然起敬,su4_ran2_qi3_jing4
酸甜苦辣,suan1_tian2_ku3_la4
酸文假醋,suan1_wen2_jia3_cu4
随波逐流,sui2_bo1_zhu2_liu2
随风转舵,sui2_feng1_zhuan3_duo4
随机应变,sui2_ji1_ying4_bian4
随声附和,sui2_sheng1_fu4_he4
随乡入乡,sui2_xiang1_ru4_xiang1
随心所欲,sui2_xin1_suo3_yu4
随行就市,sui2_hang2_jiu4_shi4
随遇而安,sui2_yu4_er2_an1
岁寒三友,sui4_han2_san1_you3
遂心如意,sui4_xin1_ru2_yi4
损兵折将,sun3_bing1_zhe2_jiang4
损公肥私,sun3_gong1_fei2_si1
损人利己,sun3_ren2_li4_ji3
缩手缩脚,suo1_shou3_suo1_jiao3
缩头缩脑,suo1_tou2_suo1_nao3
缩衣节食,suo1_yi1_jie2_shi2
索然无味,suo3_ran2_wu2_wei4
所见所闻,suo3_jian4_suo3_wen2
所剩无几,suo3_sheng4_wu2_ji3
所向披靡,suo3_xiang4_pi1_mi3
所向无敌,suo3_xiang4_wu2_di2
所作所为,suo3_zuo4_suo3_wei2
它山之石,ta1_shan1_zhi1_shi2
泰然处之,tai4_ran2_chu3_zhi1
泰然自若,tai4_ran2_zi4_ruo4
泰山北斗,tai4_shan1_bei2_dou3
泰山鸿毛,tai4_shan1_hong2_mao2
泰山压顶,tai4_shan1_ya1_ding3
泰山压卵,tai4_shan1_ya1_luan3
太仓一粟,tai4_cang1_yi2_su4
贪得无厌,tan1_de2_wu2_yan4
贪官污吏,tan1_guan1_wu1_li4
贪生怕死,tan1_sheng1_pa4_si3
贪天之功,tan1_tian1_zhi1_gong1
贪污腐化,tan1_wu1_fu3_hua4
贪小失大,tan1_xiao3_shi1_da4
贪心不足,tan1_xin1_bu4_zu2
贪赃枉法,tan1_zang1_wang2_fa3
谈何容易,tan2_he2_rong2_yi4
谈虎色变,tan2_hu3_se4_bian4
谈天说地,tan2_tian1_shuo1_di4
谈笑风生,tan2_xiao4_feng1_sheng1
谈笑自若,tan2_xiao4_zi4_ruo4
坦白从宽,tan3_bai2_cong2_kuan1
坦诚相见,tan3_cheng2_xiang1_jian4
袒胸露臂,tan3_xiong1_lu4_bi4
探囊取物,tan4_nang2_qu3_wu4
探头探脑,tan4_tou2_tan4_nao3
堂而皇之,tang2_er2_huang2_zhi1
堂堂正正,tang2_tang2_zheng4_zheng4
滔滔不绝,tao1_tao1_bu4_jue2
逃之夭夭,tao2_zhi1_yao1_yao1
讨价还价,tao3_jia4_huan2_jia4
腾云驾雾,teng2_yun2_jia4_wu4
提纲挈领,ti2_gang1_qie4_ling3
提心吊胆,ti2_xin1_diao4_dan3
啼饥号寒,ti2_ji1_hao2_han2
啼笑皆非,ti2_xiao4_jie1_fei1
体贴入微,ti3_tie1_ru4_wei1
体无完肤,ti3_wu2_wan2_fu1
天崩地裂,tian1_beng1_di4_lie3
天长地久,tian1_chang2_di4_jiu3
天长日久,tian1_chang2_ri4_jiu3
天从人愿,tian1_cong2_ren2_yuan4
天翻地覆,tian1_fan1_di4_fu4
天府之国,tian1_fu3_zhi1_guo2
天高地厚,tian1_gao1_di4_hou4
天高气爽,tian1_gao1_qi4_shuang3
天各一方,tian1_ge4_yi4_fang1
天寒地冻,tian1_han2_di4_dong4
天花乱坠,tian1_hua1_luan4_zhui4
天荒地老,tian1_huang1_di4_lao3
天昏地暗,tian1_hun1_di4_an4
天经地义,tian1_jing1_di4_yi4
天伦之乐,tian1_lun2_zhi1_le4
天罗地网,tian1_luo2_di4_wang3
天马行空,tian1_ma3_xing2_kong1
天南地北,tian1_nan2_di4_bei3
天南海北,tian1_nan2_hai2_bei3
天怒人怨,tian1_nu4_ren2_yuan4
天壤之别,tian1_rang3_zhi1_bie2
天塌地陷,tian1_ta1_di4_xian4
天坍地陷,tian1_tan1_di4_xian4
天网恢恢,tian1_wang3_hui1_hui1
天下太平,tian1_xia4_tai4_ping2
天下为公,tian1_xia4_wei2_gong1
天香国色,tian1_xiang1_guo2_se4
天旋地转,tian1_xuan2_di4_zhuan4
天涯地角,tian1_ya2_di4_jiao3
天涯海角,tian1_ya2_hai2_jiao3
天衣无缝,tian1_yi1_wu2_feng4
天灾人祸,tian1_zai1_ren2_huo4
天真烂漫,tian1_zhen1_lan4_man4
天诛地灭,tian1_zhu1_di4_mie4
天姿国色,tian1_zi1_guo2_se4
天作之合,tian1_zuo4_zhi1_he2
添油加醋,tian1_you2_jia1_cu4
添枝加叶,tian1_zhi1_jia1_ye4
