# 来源：本词表来自BCC语料库汉语部分的科技（technology）频道。
# 说明：未去除字母词。存在部分数量词残留。
# 制作：北京语言大学・信息科学学院・大数据与教育技术研究所 2015年10月
# 引用：北京语言大学BCC语料库 http://bcc.blcu.edu.cn
# 吾匣：截取频数大于等于200的数据
词,排名,频数
可行性,5473,42162
座谈会,5474,42159
出发点,5475,42147
荷,5476,42127
既往,5477,42125
发扬,5478,42118
中共,5479,42114
光谱,5480,42110
美丽,5481,42091
规程,5482,42091
西北,5483,42075
啤酒,5484,42075
远期,5485,42073
思潮,5486,42043
地处,5487,42026
戏,5488,42024
阵,5489,42014
侵,5490,42007
到来,5491,41990
ＩＳＯ,5492,41982
前途,5493,41966
权限,5494,41932
输液,5495,41931
三角,5496,41931
效能,5497,41898
攻,5498,41877
收回,5499,41871
进取,5500,41847
养成,5501,41838
倾销,5502,41814
行走,5503,41766
集合,5504,41731
检察,5505,41720
涨,5506,41703
侧面,5507,41702
汗,5508,41671
促销,5509,41657
有线电视,5510,41645
着力,5511,41628
蛇,5512,41625
流产,5513,41575
合格率,5514,41566
探究,5515,41557
眼前,5516,41534
看待,5517,41519
凹,5518,41509
秦,5519,41501
母猪,5520,41496
班子,5521,41491
综述,5522,41482
乌,5523,41465
损坏,5524,41459
肾炎,5525,41456
论坛,5526,41452
统战,5527,41438
引物,5528,41424
一带,5529,41422
嗪,5530,41416
药剂,5531,41408
上帝,5532,41392
军区,5533,41387
中旬,5534,41377
档次,5535,41359
骨科,5536,41359
排水,5537,41342
占领,5538,41332
侵害,5539,41328
胸腺,5540,41324
灵敏度,5541,41323
姜,5542,41286
梭,5543,41267
眼光,5544,41244
畜牧,5545,41226
见解,5546,41211
甘草,5547,41195
元件,5548,41192
多层次,5549,41174
觉,5550,41172
甲醇,5551,41164
下游,5552,41158
弓,5553,41140
使用权,5554,41109
爆发,5555,41096
酸性,5556,41092
润,5557,41070
增幅,5558,41064
丽,5559,41063
掺,5560,41051
报酬,5561,41029
告,5562,41017
有价值,5563,40998
避,5564,40987
肾上腺素,5565,40970
通畅,5566,40969
电解质,5567,40961
题材,5568,40957
听到,5569,40957
公园,5570,40951
头脑,5571,40949
稻,5572,40938
受理,5573,40921
斗,5574,40919
一律,5575,40902
辛,5576,40890
时空,5577,40890
审理,5578,40883
传授,5579,40880
伊,5580,40865
进度,5581,40848
熟练,5582,40820
回升,5583,40819
两岸,5584,40815
光照,5585,40805
水产,5586,40804
衔接,5587,40799
无需,5588,40796
储存,5589,40792
地下水,5590,40774
母细胞,5591,40772
清代,5592,40760
塑,5593,40759
老化,5594,40738
ｚ,5595,40726
得分,5596,40726
经济全球化,5597,40721
街道,5598,40666
考查,5599,40654
校正,5600,40650
接待,5601,40647
硒,5602,40633
重叠,5603,40633
湖北省,5604,40618
敢于,5605,40605
杂质,5606,40602
展现,5607,40597
等待,5608,40593
传送,5609,40561
罚,5610,40552
自发,5611,40552
四川省,5612,40551
应付,5613,40463
达标,5614,40451
延续,5615,40446
戊,5616,40438
安定,5617,40419
眼底,5618,40407
疫,5619,40403
显现,5620,40395
毫无,5621,40379
稽,5622,40377
监护,5623,40372
彩电,5624,40359
不一样,5625,40358
片面,5626,40347
处置,5627,40331
盆腔,5628,40319
医务,5629,40318
祖,5630,40310
情景,5631,40307
鹅,5632,40276
虹膜,5633,40246
级别,5634,40238
如同,5635,40223
半径,5636,40218
模仿,5637,40214
浙江大学,5638,40177
有计划,5639,40164
纪检,5640,40162
文体,5641,40153
闷,5642,40151
水源,5643,40147
欲望,5644,40146
契约,5645,40143
取样,5646,40139
众所周知,5647,40121
航,5648,40089
视角,5649,40068
立足,5650,40068
水解,5651,40058
旱,5652,40055
法则,5653,40049
绝大部分,5654,40035
硝酸,5655,40022
方法论,5656,40010
裂隙,5657,40008
借款,5658,40007
病死率,5659,39999
谢,5660,39996
当归,5661,39995
臂,5662,39986
研究室,5663,39984
经络,5664,39978
工程师,5665,39961
静态,5666,39957
兄弟,5667,39942
物料,5668,39941
股份有限公司,5669,39933
手工,5670,39917
机床,5671,39893
创立,5672,39889
敢,5673,39881
假定,5674,39879
或许,5675,39876
总统,5676,39872
年产,5677,39870
脑脊液,5678,39867
梯度,5679,39865
职权,5680,39835
断层,5681,39833
而后,5682,39832
爱情,5683,39829
虎,5684,39804
期货,5685,39797
流体,5686,39786
世贸组织,5687,39780
寻,5688,39776
立方米,5689,39741
旺,5690,39741
中原,5691,39738
ＣＡ,5692,39737
休闲,5693,39736
相邻,5694,39719
科教,5695,39710
迅猛,5696,39704
必要性,5697,39699
坐标,5698,39663
截面,5699,39651
降水,5700,39650
朱,5701,39649
懂得,5702,39642
新中国,5703,39640
辽宁,5704,39606
芍,5705,39596
庄,5706,39588
语境,5707,39549
容积,5708,39548
对症,5709,39542
约定,5710,39534
液压,5711,39528
周年,5712,39527
乙肝,5713,39516
一线,5714,39515
病毒性,5715,39514
火灾,5716,39510
几年来,5717,39510
铬,5718,39508
ＳＯ,5719,39498
西药,5720,39491
形态学,5721,39487
抓紧,5722,39484
可以说是,5723,39483
供电,5724,39476
兼顾,5725,39465
中央银行,5726,39464
灸,5727,39451
益气,5728,39432
汉族,5729,39422
粘液,5730,39404
天然气,5731,39399
旗,5732,39391
阳光,5733,39381
上岗,5734,39380
辅导,5735,39373
仙,5736,39368
Ｎａ,5737,39365
施肥,5738,39360
一度,5739,39352
转录,5740,39349
自愿,5741,39340
求解,5742,39330
扭转,5743,39322
独立性,5744,39307
蒸发,5745,39295
多糖,5746,39263
机场,5747,39258
想法,5748,39254
提醒,5749,39249
看成,5750,39248
什么是,5751,39231
数字化,5752,39229
讲座,5753,39227
肥厚,5754,39226
赢,5755,39215
什,5756,39201
●,5757,39182
垂体,5758,39180
铂,5759,39179
栏,5760,39162
以至,5761,39125
发言,5762,39114
是不是,5763,39109
强有力,5764,39104
不准,5765,39095
纳税,5766,39081
破碎,5767,39071
投诉,5768,39065
市委,5769,39059
贵州,5770,39057
为人,5771,39050
合用,5772,39041
永,5773,39040
章程,5774,39038
总产值,5775,39035
持久,5776,39035
微量元素,5777,39016
降到,5778,38996
⑦,5779,38989
脱位,5780,38982
反腐败,5781,38981
起诉,5782,38974
碰撞,5783,38968
原告,5784,38964
ＩｇＧ,5785,38961
工会,5786,38956
侵蚀,5787,38952
名义,5788,38940
戏剧,5789,38935
据悉,5790,38920
进化,5791,38919
愿,5792,38910
前沿,5793,38887
急需,5794,38884
援助,5795,38869
胃粘膜,5796,38862
不能不,5797,38861
乳房,5798,38853
妻子,5799,38845
决不,5800,38841
隐患,5801,38838
闭塞,5802,38833
杜绝,5803,38831
载荷,5804,38822
沉重,5805,38813
唇,5806,38796
申,5807,38777
讲解,5808,38769
高频,5809,38766
纯粹,5810,38765
个性化,5811,38758
扫,5812,38754
ｖ,5813,38747
成年,5814,38735
实质性,5815,38728
木材,5816,38713
第二个,5817,38712
现阶段,5818,38710
纪念,5819,38704
首位,5820,38693
ｋＰａ,5821,38684
实测,5822,38679
遗产,5823,38675
听取,5824,38668
亏,5825,38659
脸,5826,38656
年均,5827,38647
本世纪,5828,38645
开放性,5829,38644
无不,5830,38618
胆汁,5831,38607
感知,5832,38603
牺牲,5833,38576
潮,5834,38547
撰写,5835,38544
实质上,5836,38511
提起,5837,38506
嵌,5838,38500
恒,5839,38494
徐,5840,38482
培养液,5841,38477
广场,5842,38458
股价,5843,38455
麻痹,5844,38451
吸引力,5845,38429
违背,5846,38405
批量,5847,38386
听力,5848,38386
使命,5849,38379
扎实,5850,38375
聘请,5851,38375
共产主义,5852,38366
类别,5853,38333
俄,5854,38326
中枢神经,5855,38326
美术,5856,38296
死于,5857,38290
友好,5858,38281
暂行,5859,38280
良种,5860,38275
唐代,5861,38275
绩效,5862,38271
垂,5863,38223
累及,5864,38223
就在于,5865,38216
中风,5866,38215
摘除,5867,38199
息肉,5868,38192
农田,5869,38184
透露,5870,38177
商家,5871,38170
不行,5872,38165
铃,5873,38156
投放,5874,38126
广州市,5875,38124
贮存,5876,38116
食欲,5877,38099
决议,5878,38088
发电,5879,38087
细胞核,5880,38071
悲剧,5881,38065
配送,5882,38063
面貌,5883,38053
绝不,5884,38049
甙,5885,38039
青岛,5886,38036
心动过速,5887,38031
生态系统,5888,38022
合计,5889,38017
安全生产,5890,38013
开通,5891,38002
吉,5892,37986
演,5893,37970
念,5894,37956
治安,5895,37943
常数,5896,37936
生产资料,5897,37934
皿,5898,37934
世界观,5899,37927
降价,5900,37926
焉,5901,37899
长达,5902,37897
蒸汽,5903,37896
晚上,5904,37871
本体,5905,37854
狗,5906,37854
用品,5907,37852
贝,5908,37834
副主任,5909,37801
考验,5910,37800
迟,5911,37794
除外,5912,37779
仍在,5913,37777
堵塞,5914,37761
小结,5915,37749
人权,5916,37729
钢板,5917,37725
幼虫,5918,37725
致力于,5919,37723
图片,5920,37722
中专,5921,37720
回避,5922,37715
滑坡,5923,37712
隆,5924,37703
丰,5925,37698
罚款,5926,37683
管内,5927,37673
抢,5928,37671
深受,5929,37661
退休,5930,37651
玩,5931,37643
胃镜,5932,37637
伏,5933,37631
源头,5934,37599
平板,5935,37586
肌瘤,5936,37581
妈妈,5937,37576
微量,5938,37562
泛,5939,37560
地带,5940,37530
奖,5941,37529
会长,5942,37501
其后,5943,37500
屏幕,5944,37495
间断,5945,37494
中枢,5946,37493
成型,5947,37482
过量,5948,37480
调度,5949,37477
智,5950,37474
皇帝,5951,37464
马上,5952,37455
餐,5953,37451
神话,5954,37437
老板,5955,37429
姓,5956,37417
完美,5957,37417
出路,5958,37414
虚假,5959,37407
咽喉,5960,37404
持续性,5961,37397
夜间,5962,37394
内蒙古,5963,37377
运算,5964,37366
生产者,5965,37361
斤,5966,37339
Δ,5967,37326
窒息,5968,37324
自律,5969,37309
心情,5970,37307
联网,5971,37305
藤,5972,37303
电缆,5973,37294
ＭＰａ,5974,37281
放开,5975,37260
指南,5976,37243
中西,5977,37222
增收,5978,37207
通报,5979,37182
粉末,5980,37179
拿出,5981,37168
名字,5982,37149
培训班,5983,37149
流入,5984,37139
主人,5985,37129
际,5986,37119
肺结核,5987,37117
系统工程,5988,37107
锅炉,5989,37098
受累,5990,37098
复苏,5991,37071
说明书,5992,37067
加减,5993,37047
抽查,5994,37024
史料,5995,37002
家具,5996,37001
驱,5997,36998
包裹,5998,36995
颁发,5999,36986
末端,6000,36978
乌鲁木齐,6001,36974
蜜,6002,36957
铸,6003,36951
患病率,6004,36950
忘,6005,36948
平原,6006,36942
女儿,6007,36937
女子,6008,36931
执政,6009,36918
纲要,6010,36915
家兔,6011,36909
受益,6012,36908
导入,6013,36898
携带,6014,36892
衰老,6015,36874
试行,6016,36868
Ｆｅ,6017,36866
尽早,6018,36853
转入,6019,36830
触及,6020,36810
威,6021,36800
白蛋白,6022,36782
正规,6023,36778
化肥,6024,36774
判,6025,36765
经销商,6026,36763
决心,6027,36760
舒适,6028,36756
大局,6029,36755
磁场,6030,36753
子系统,6031,36733
先行,6032,36721
宿主,6033,36710
干净,6034,36709
以防,6035,36696
脑缺血,6036,36682
主办,6037,36681
优美,6038,36681
无产阶级,6039,36672
奏,6040,36670
登,6041,36665
民航,6042,36642
注意力,6043,36642
洗涤,6044,36640
知名度,6045,36639
丈夫,6046,36629
心包,6047,36623
授,6048,36604
环境污染,6049,36595
时有,6050,36580
下方,6051,36552
凭借,6052,36551
仔,6053,36539
长短,6054,36538
部长,6055,36530
水电,6056,36527
勘探,6057,36525
恐怕,6058,36482
腹胀,6059,36478
研讨,6060,36452
心力衰竭,6061,36429
社会学,6062,36426
灭菌,6063,36407
风景,6064,36385
救,6065,36369
流出,6066,36368
女生,6067,36366
管辖,6068,36365
初级,6069,36344
购物,6070,36330
国有经济,6071,36315
潜能,6072,36311
词典,6073,36303
绘画,6074,36302
颤,6075,36292
故意,6076,36284
传染性,6077,36276
同等,6078,36262
描绘,6079,36259
占有率,6080,36259
除去,6081,36253
分子量,6082,36237
羟,6083,36219
黑龙江,6084,36187
编号,6085,36181
颈椎,6086,36170
」,6087,36169
教委,6088,36167
谈话,6089,36142
决,6090,36136
明年,6091,36134
批号,6092,36128
课外,6093,36127
领导者,6094,36122
完毕,6095,36121
本地区,6096,36110
轨迹,6097,36109
高兴,6098,36106
约占,6099,36090
好坏,6100,36087
起源,6101,36072
蚀,6102,36050
心里,6103,36042
相比较,6104,36040
需求量,6105,36027
肥大,6106,36004
本质上,6107,35995
正面,6108,35992
修饰,6109,35990
断面,6110,35978
下属,6111,35972
路径,6112,35966
ＴＧＦ,6113,35961
器件,6114,35951
野生,6115,35938
展望,6116,35935
那时,6117,35926
花粉,6118,35920
抗病,6119,35920
产妇,6120,35909
意象,6121,35883
液相,6122,35875
苏州,6123,35866
浊,6124,35858
细节,6125,35855
ＨＢＶ,6126,35842
顾,6127,35838
估算,6128,35835
讲究,6129,35831
雄,6130,35823
加固,6131,35821
重型,6132,35806
场合,6133,35796
进食,6134,35793
ＨＩＶ,6135,35788
闭合,6136,35781
弧,6137,35778
全民,6138,35773
ＡＴＰ,6139,35772
疆,6140,35764
鞘,6141,35753
欧元,6142,35753
宋代,6143,35727
快捷,6144,35725
焊,6145,35723
堵,6146,35711
渗出,6147,35708
雏鸡,6148,35695
许多人,6149,35689
反弹,6150,35689
Ｉｎｔｅｒｎｅｔ,6151,35684
完整性,6152,35666
向下,6153,35661
候,6154,35635
壮,6155,35622
栏目,6156,35602
打下,6157,35602
政协,6158,35601
后代,6159,35598
人民银行,6160,35573
古人,6161,35546
滥用,6162,35544
普查,6163,35535
浇,6164,35532
管制,6165,35531
术语,6166,35530
家里,6167,35523
农作物,6168,35523
血流量,6169,35484
造林,6170,35475
感染率,6171,35474
开放式,6172,35471
外交,6173,35462
催化,6174,35454
开口,6175,35426
赵,6176,35423
兵团,6177,35414
减低,6178,35409
进行性,6179,35406
拒,6180,35404
妇科,6181,35389
固然,6182,35366
肋,6183,35351
脑室,6184,35326
螺,6185,35317
出去,6186,35310
齐全,6187,35306
血红蛋白,6188,35296
妇产科,6189,35284
顾问,6190,35277
劳务,6191,35277
甘肃,6192,35272
爱国主义,6193,35262
石膏,6194,35259
摘,6195,35255
转动,6196,35252
契机,6197,35251
关怀,6198,35250
起始,6199,35248
锚,6200,35245
ＡＭＩ,6201,35234
全会,6202,35231
其间,6203,35229
分量,6204,35221
流速,6205,35216
扶,6206,35204
京剧,6207,35201
筹集,6208,35188
上去,6209,35182
平方公里,6210,35164
多于,6211,35161
实证,6212,35161
年初,6213,35151
柳,6214,35144
重心,6215,35143
轻松,6216,35136
虾,6217,35120
生机,6218,35119
账户,6219,35113
疝,6220,35097
职称,6221,35075
福建省,6222,35057
露,6223,35044
涌现,6224,35038
惟一,6225,35032
弘扬,6226,35027
所得税,6227,35008
Ａｌ,6228,35007
尖锐,6229,35006
利尿,6230,35003
完备,6231,34997
年底,6232,34993
科室,6233,34990
大连,6234,34984
回忆,6235,34974
凝聚,6236,34962
希,6237,34961
保护区,6238,34960
纤维素,6239,34957
凝聚力,6240,34922
义务教育,6241,34915
劳,6242,34903
治国,6243,34886
影响力,6244,34885
抗癌,6245,34875
背后,6246,34871
儒,6247,34871
系统性,6248,34863
视神经,6249,34862
水量,6250,34860
主权,6251,34853
尊,6252,34850
前列,6253,34827
空腹,6254,34824
氧化物,6255,34819
老子,6256,34793
东南亚,6257,34772
梨,6258,34768
填写,6259,34747
比喻,6260,34728
作战,6261,34722
初级阶段,6262,34717
跨国,6263,34714
北部,6264,34711
寄生虫,6265,34709
灵活性,6266,34709
坯,6267,34696
大地,6268,34690
二尖瓣,6269,34673
勿,6270,34672
语言学,6271,34671
教室,6272,34669
胆总管,6273,34667
肛门,6274,34667
综合治理,6275,34659
牛奶,6276,34651
西医,6277,34641
鼻腔,6278,34638
朝鲜,6279,34615
黑龙江省,6280,34608
阴影,6281,34602
审议,6282,34592
间距,6283,34582
纯度,6284,34582
复合物,6285,34574
适合于,6286,34571
制药,6287,34570
暴力,6288,34562
粥样硬化,6289,34556
探头,6290,34545
发掘,6291,34542
仪式,6292,34530
杀伤,6293,34524
高潮,6294,34516
俞,6295,34509
膈,6296,34504
艰苦,6297,34494
巢,6298,34493
临界,6299,34490
蔓延,6300,34485
黄疸,6301,34480
涂片,6302,34468
两端,6303,34463
惯例,6304,34458
清热,6305,34453
脑出血,6306,34439
艰难,6307,34438
财政收入,6308,34422
同位素,6309,34417
称号,6310,34409
长春,6311,34403
屋,6312,34399
机电,6313,34376
人家,6314,34372
抗凝,6315,34358
学习者,6316,34355
古老,6317,34346
事先,6318,34338
快乐,6319,34332
标识,6320,34331
中国市场,6321,34326
显露,6322,34308
饲喂,6323,34304
海拔,6324,34296
多功能,6325,34292
患病,6326,34287
构筑,6327,34287
有所不同,6328,34279
指令,6329,34279
理顺,6330,34270
石英,6331,34268
造价,6332,34248
葡萄球菌,6333,34242
蛋白酶,6334,34242
共产党,6335,34242
热烈,6336,34235
穷,6337,34227
一番,6338,34221
剪切,6339,34201
往来,6340,34181
复发率,6341,34180
走进,6342,34152
精神病,6343,34140
侦查,6344,34124
口语,6345,34121
工作量,6346,34119
稳步,6347,34110
当天,6348,34099
ＥＬＩＳＡ,6349,34090
成因,6350,34068
电网,6351,34068
活血化瘀,6352,34066
千克,6353,34033
里面,6354,34025
邻近,6355,34017
河流,6356,34011
靠近,6357,34007
综合利用,6358,34006
混浊,6359,33998
前人,6360,33989
最大化,6361,33988
毕,6362,33987
洲,6363,33987
国防,6364,33955
石化,6365,33945
分光,6366,33918
持股,6367,33903
尸,6368,33896
胃炎,6369,33884
油菜,6370,33870
苹果,6371,33865
海南,6372,33857
震,6373,33848
魅力,6374,33835
艺,6375,33822
隐性,6376,33819
限度,6377,33798
不错,6378,33784
嘴,6379,33771
武装,6380,33766
σ,6381,33766
ＧＢ,6382,33759
提问,6383,33751
爆炸,6384,33748
翼,6385,33746
肌注,6386,33720
荣誉,6387,33700
潜,6388,33700
品德,6389,33698
肺泡,6390,33694
解答,6391,33691
吉林,6392,33685
学术界,6393,33683
今日,6394,33666
昏迷,6395,33663
密集型,6396,33662
孵化,6397,33646
电器,6398,33633
主动性,6399,33633
地形,6400,33633
催化剂,6401,33626
政策性,6402,33626
波形,6403,33610
跨越,6404,33607
同学们,6405,33603
败,6406,33601
钢筋,6407,33599
茶叶,6408,33593
厂长,6409,33592
乳酸,6410,33589
挤,6411,33570
道教,6412,33560
分辨率,6413,33556
膳食,6414,33547
增值税,6415,33535
拖,6416,33532
勇于,6417,33520
呼,6418,33502
吞噬,6419,33494
基因型,6420,33493
醛,6421,33483
宁波,6422,33482
湖南省,6423,33467
法庭,6424,33461
开工,6425,33460
防疫,6426,33454
常有,6427,33451
报警,6428,33443
脾胃,6429,33440
去了,6430,33439
书法,6431,33428
面上,6432,33415
简介,6433,33405
暖,6434,33402
桂,6435,33395
梢,6436,33361
楚,6437,33359
违纪,6438,33357
陷,6439,33331
防御,6440,33329
消融,6441,33328
内毒素,6442,33328
仲裁,6443,33326
就是说,6444,33321
恐惧,6445,33321
远离,6446,33310
为何,6447,33283
整齐,6448,33271
羽,6449,33251
异性,6450,33239
副反应,6451,33234
工作效率,6452,33224
宣,6453,33223
沙星,6454,33196
社会各界,6455,33180
郑州,6456,33174
财政部,6457,33171
韩,6458,33168
崛起,6459,33160
多发性,6460,33156
返回,6461,33156
代理人,6462,33146
经济学家,6463,33138
储量,6464,33136
高尚,6465,33130
海水,6466,33129
附件,6467,33123
下行,6468,33122
体液,6469,33109
转子,6470,33105
军医,6471,33091
失衡,6472,33062
书籍,6473,33060
引言,6474,33060
自制,6475,33052
颌,6476,33044
脂蛋白,6477,33003
修建,6478,33002
总理,6479,32991
国有股,6480,32986
测算,6481,32979
截止,6482,32979
搜索,6483,32978
人参,6484,32973
狠抓,6485,32922
泄,6486,32921
矿山,6487,32912
打造,6488,32912
下旬,6489,32901
暂,6490,32899
治愈率,6491,32891
儒学,6492,32879
行之有效,6493,32875
眶,6494,32867
埃,6495,32865
癌基因,6496,32862
动手,6497,32862
浓厚,6498,32861
处分,6499,32858
脓肿,6500,32849
女人,6501,32843
定时,6502,32831
概况,6503,32826
签,6504,32825
选定,6505,32803
爱国,6506,32802
过剩,6507,32786
进修,6508,32785
公约,6509,32783
照顾,6510,32777
科学化,6511,32774
景区,6512,32757
累,6513,32753
休,6514,32729
百分比,6515,32727
曝光,6516,32716
指向,6517,32715
督促,6518,32678
误区,6519,32674
ＡＤ,6520,32674
展览,6521,32672
间期,6522,32664
