# 现代汉语语料库词语频率表
# 语料规模：2000万字 ，只列入出现次数大于50次的词
# 制作：www.cncorpus.org 语料库在线网站
词语,排名,出现次数,频率（%）,累积频率（%）
旧,712,1787.0,0.0187,56.4442
步,713,1783.0,0.0187,56.4629
怕,714,1774.0,0.0186,56.4815
妈妈,715,1773.0,0.0186,56.5001
长期,716,1772.0,0.0185,56.5186
化,717,1769.0,0.0185,56.5371
效果,718,1769.0,0.0185,56.5556
扩大,719,1763.0,0.0184,56.574
就要,720,1759.0,0.0184,56.5924
特殊,721,1759.0,0.0184,56.6108
动作,722,1758.0,0.0184,56.6292
热,723,1754.0,0.0184,56.6476
姑娘,724,1752.0,0.0183,56.6659
相互,725,1751.0,0.0183,56.6842
努力,726,1749.0,0.0183,56.7025
过来,727,1741.0,0.0182,56.7207
保持,728,1739.0,0.0182,56.7389
离开,729,1737.0,0.0182,56.7571
分布,730,1736.0,0.0182,56.7935
百,731,1736.0,0.0182,56.7753
咱们,732,1728.0,0.0181,56.8116
远,733,1727.0,0.0181,56.8297
几乎,734,1726.0,0.0181,56.8478
地球,735,1724.0,0.018,56.8658
以前,736,1724.0,0.018,56.8838
体,737,1724.0,0.018,56.9018
座,738,1724.0,0.018,56.9198
明显,739,1714.0,0.0179,56.9377
左右,740,1712.0,0.0179,56.9556
亦,741,1711.0,0.0179,56.9735
细胞,742,1709.0,0.0179,57.0093
谈,743,1709.0,0.0179,56.9914
思维,744,1708.0,0.0179,57.0272
一部分,745,1700.0,0.0178,57.045
互相,746,1698.0,0.0178,57.0628
仍然,747,1698.0,0.0178,57.0806
如此,748,1693.0,0.0177,57.0983
儿童,749,1690.0,0.0177,57.116
各个,750,1686.0,0.0176,57.1336
高兴,751,1686.0,0.0176,57.1512
这次,752,1685.0,0.0176,57.1688
生长,753,1685.0,0.0176,57.1864
脸,754,1681.0,0.0176,57.204
据,755,1679.0,0.0176,57.2216
意见,756,1676.0,0.0175,57.2391
标准,757,1672.0,0.0175,57.2566
别人,758,1668.0,0.0175,57.2741
家里,759,1668.0,0.0175,57.2916
错误,760,1661.0,0.0174,57.309
确定,761,1659.0,0.0174,57.3264
以来,762,1659.0,0.0174,57.3438
最大,763,1653.0,0.0173,57.3611
指导,764,1652.0,0.0173,57.3784
保护,765,1649.0,0.0173,57.3957
物,766,1644.0,0.0172,57.4129
无产阶级,767,1643.0,0.0172,57.4301
会议,768,1642.0,0.0172,57.4473
之一,769,1638.0,0.0171,57.4644
上面,770,1638.0,0.0171,57.4815
信息,771,1637.0,0.0171,57.4986
接受,772,1637.0,0.0171,57.5157
回答,773,1636.0,0.0171,57.5328
满足,774,1636.0,0.0171,57.5499
不知,775,1632.0,0.0171,57.567
减少,776,1630.0,0.0171,57.5841
发,777,1626.0,0.017,57.6011
功能,778,1625.0,0.017,57.6181
经常,779,1624.0,0.017,57.6351
独立,780,1622.0,0.017,57.6521
白,781,1621.0,0.017,57.6691
力,782,1618.0,0.0169,57.686
太阳,783,1616.0,0.0169,57.7029
苏联,784,1616.0,0.0169,57.7198
清楚,785,1615.0,0.0169,57.7367
画,786,1614.0,0.0169,57.7536
管,787,1613.0,0.0169,57.7705
战士,788,1612.0,0.0169,57.7874
增长,789,1606.0,0.0168,57.8042
队,790,1602.0,0.0168,57.821
态度,791,1600.0,0.0167,57.8377
概念,792,1598.0,0.0167,57.8544
高度,793,1592.0,0.0167,57.8711
王,794,1592.0,0.0167,57.8878
资金,795,1590.0,0.0166,57.9044
及其,796,1586.0,0.0166,57.921
加以,797,1585.0,0.0166,57.9376
上述,798,1582.0,0.0166,57.9542
面前,799,1582.0,0.0166,57.9708
派,800,1577.0,0.0165,57.9873
省,801,1577.0,0.0165,58.0038
词,802,1574.0,0.0165,58.0203
胜利,803,1574.0,0.0165,58.0368
手段,804,1573.0,0.0165,58.0533
以为,805,1570.0,0.0164,58.0697
必要,806,1570.0,0.0164,58.0861
竟,807,1567.0,0.0164,58.1025
边,808,1561.0,0.0163,58.1188
终于,809,1558.0,0.0163,58.1351
论,810,1556.0,0.0163,58.1514
信,811,1554.0,0.0163,58.1677
介绍,812,1554.0,0.0163,58.184
二十,813,1547.0,0.0162,58.2164
吸收,814,1547.0,0.0162,58.2002
人口,815,1545.0,0.0162,58.2326
应用,816,1543.0,0.0161,58.2487
基础上,817,1541.0,0.0161,58.2648
今年,818,1540.0,0.0161,58.2809
风,819,1540.0,0.0161,58.297
成功,820,1539.0,0.0161,58.3131
理想,821,1535.0,0.0161,58.3292
双,822,1535.0,0.0161,58.3453
说话,823,1534.0,0.0161,58.3614
重大,824,1533.0,0.016,58.3774
教师,825,1532.0,0.016,58.3934
化学,826,1527.0,0.016,58.4094
进步,827,1525.0,0.016,58.4254
有点,828,1522.0,0.0159,58.4413
英国,829,1522.0,0.0159,58.4572
动,830,1521.0,0.0159,58.4731
大小,831,1520.0,0.0159,58.489
接着,832,1519.0,0.0159,58.5049
措施,833,1517.0,0.0159,58.5208
目标,834,1516.0,0.0159,58.5367
反,835,1512.0,0.0158,58.5525
破坏,836,1512.0,0.0158,58.5683
若,837,1509.0,0.0158,58.5841
重视,838,1504.0,0.0157,58.5998
平均,839,1502.0,0.0157,58.6155
一天,840,1501.0,0.0157,58.6312
相当,841,1499.0,0.0157,58.6469
普遍,842,1496.0,0.0157,58.6626
是否,843,1495.0,0.0156,58.6782
仅,844,1494.0,0.0156,58.7094
成立,845,1494.0,0.0156,58.6938
之中,846,1492.0,0.0156,58.725
考虑,847,1491.0,0.0156,58.7406
办,848,1490.0,0.0156,58.7562
稳定,849,1485.0,0.0155,58.7717
计算,850,1483.0,0.0155,58.7872
统治,851,1483.0,0.0155,58.8027
穿,852,1482.0,0.0155,58.8182
忙,853,1479.0,0.0155,58.8337
帝国主义,854,1478.0,0.0155,58.8492
明白,855,1477.0,0.0155,58.8647
线,856,1477.0,0.0155,58.8802
巨大,857,1475.0,0.0154,58.8956
生物,858,1474.0,0.0154,58.911
部队,859,1473.0,0.0154,58.9264
越,860,1468.0,0.0154,58.9418
职工,861,1467.0,0.0154,58.9572
新闻,862,1462.0,0.0153,58.9725
行动,863,1462.0,0.0153,58.9878
女,864,1461.0,0.0153,59.0031
民主,865,1460.0,0.0153,59.0184
忽然,866,1459.0,0.0153,59.0337000000001
舞蹈,867,1456.0,0.0152,59.0489000000001
马,868,1455.0,0.0152,59.0641000000001
数量,869,1455.0,0.0152,59.0793000000001
活,870,1455.0,0.0152,59.0945000000001
发出,871,1453.0,0.0152,59.1097000000001
资源,872,1450.0,0.0152,59.1249000000001
电子,873,1450.0,0.0152,59.1401000000001
作出,874,1450.0,0.0152,59.1553000000001
讨论,875,1447.0,0.0151,59.1704000000001
分之,876,1447.0,0.0151,59.1855
深,877,1446.0,0.0151,59.2006
黑,878,1446.0,0.0151,59.2157
子,879,1446.0,0.0151,59.2308
物体,880,1444.0,0.0151,59.2459
资料,881,1441.0,0.0151,59.261
出去,882,1437.0,0.015,59.276
中央,883,1436.0,0.015,59.291
想到,884,1433.0,0.015,59.306
加,885,1432.0,0.015,59.321
意识,886,1431.0,0.015,59.336
观念,887,1429.0,0.015,59.381
道德,888,1429.0,0.015,59.366
设备,889,1429.0,0.015,59.351
来到,890,1428.0,0.0149,59.3959
厂,891,1427.0,0.0149,59.4108
广泛,892,1426.0,0.0149,59.4257
共,893,1424.0,0.0149,59.4406
投资,894,1422.0,0.0149,59.4555
实际上,895,1419.0,0.0148,59.4703
公司,896,1415.0,0.0148,59.4851
无法,897,1414.0,0.0148,59.4999
质,898,1412.0,0.0148,59.5147
余,899,1412.0,0.0148,59.5295
封建,900,1411.0,0.0148,59.5591
现代化,901,1411.0,0.0148,59.5443
报告,902,1408.0,0.0147,59.5738
随,903,1407.0,0.0147,59.5885
拉,904,1404.0,0.0147,59.6032
老师,905,1403.0,0.0147,59.6179
制,906,1403.0,0.0147,59.6326
入,907,1401.0,0.0147,59.6473
妇女,908,1401.0,0.0147,59.662
先进,909,1399.0,0.0146,59.6766
故,910,1399.0,0.0146,59.6912
号,911,1397.0,0.0146,59.7058
喜欢,912,1396.0,0.0146,59.7204
下面,913,1395.0,0.0146,59.735
底,914,1395.0,0.0146,59.7496
算,915,1392.0,0.0146,59.7642
达,916,1390.0,0.0145,59.7787
改造,917,1386.0,0.0145,59.8077
分配,918,1386.0,0.0145,59.7932
教学,919,1382.0,0.0145,59.8222
主张,920,1379.0,0.0144,59.8366
儿子,921,1378.0,0.0144,59.851
爸爸,922,1375.0,0.0144,59.8654
每个,923,1374.0,0.0144,59.8798
不但,924,1373.0,0.0144,59.8942
前面,925,1371.0,0.0143,59.9085
其它,926,1371.0,0.0143,59.9228
训练,927,1368.0,0.0143,59.9371
平衡,928,1367.0,0.0143,59.9514
执行,929,1360.0,0.0142,59.9656
位置,930,1360.0,0.0142,59.9798
支,931,1359.0,0.0142,59.994
不好,932,1356.0,0.0142,60.0082
逐步,933,1355.0,0.0142,60.0224
安排,934,1348.0,0.0141,60.0365
此外,935,1347.0,0.0141,60.0506
认真,936,1345.0,0.0141,60.0647
一片,937,1345.0,0.0141,60.0788
在于,938,1343.0,0.0141,60.0929
某种,939,1339.0,0.014,60.1069
道路,940,1335.0,0.014,60.1209
正常,941,1334.0,0.014,60.1349
以下,942,1334.0,0.014,60.1489
著名,943,1333.0,0.0139,60.1628
区别,944,1333.0,0.0139,60.1767
听到,945,1332.0,0.0139,60.1906
本质,946,1330.0,0.0139,60.2045
送,947,1329.0,0.0139,60.2184
期,948,1328.0,0.0139,60.2323
很快,949,1325.0,0.0139,60.2462
县,950,1324.0,0.0139,60.2601
角,951,1322.0,0.0138,60.2739
明确,952,1322.0,0.0138,60.2877
军事,953,1321.0,0.0138,60.3015
中间,954,1319.0,0.0138,60.3153000000001
更加,955,1319.0,0.0138,60.3291000000001
尤其,956,1317.0,0.0138,60.3567000000001
曾经,957,1317.0,0.0138,60.3429000000001
市,958,1315.0,0.0138,60.3705000000001
支持,959,1313.0,0.0137,60.3979000000001
称,960,1313.0,0.0137,60.3842000000001
朋友,961,1310.0,0.0137,60.4116000000001
并不是,962,1309.0,0.0137,60.4253000000001
也许,963,1308.0,0.0137,60.4390000000001
状况,964,1308.0,0.0137,60.4527000000001
工具,965,1308.0,0.0137,60.4664000000001
强调,966,1306.0,0.0137,60.4801000000001
开展,967,1304.0,0.0136,60.4937000000001
超过,968,1302.0,0.0136,60.5073000000001
无论,969,1302.0,0.0136,60.5209000000001
其实,970,1301.0,0.0136,60.5345000000001
伟大,971,1301.0,0.0136,60.5481
里面,972,1299.0,0.0136,60.5617
这儿,973,1299.0,0.0136,60.5753
找到,974,1297.0,0.0136,60.5889
商业,975,1297.0,0.0136,60.6025
提,976,1295.0,0.0136,60.6161
带来,977,1294.0,0.0135,60.6296
一致,978,1293.0,0.0135,60.6431
举行,979,1291.0,0.0135,60.6566
九,980,1290.0,0.0135,60.6701
小时,981,1290.0,0.0135,60.6836
表明,982,1289.0,0.0135,60.6971
山,983,1289.0,0.0135,60.7106
集体,984,1289.0,0.0135,60.7241
尽管,985,1287.0,0.0135,60.7376
分为,986,1284.0,0.0134,60.751
那是,987,1283.0,0.0134,60.7644
通常,988,1281.0,0.0134,60.7778
体系,989,1280.0,0.0134,60.7912
立即,990,1280.0,0.0134,60.8046
祖国,991,1280.0,0.0134,60.818
机关,992,1280.0,0.0134,60.8314
么,993,1277.0,0.0134,60.8448
意思,994,1274.0,0.0133,60.8581
晚上,995,1274.0,0.0133,60.8714
原子,996,1273.0,0.0133,60.8847
教授,997,1271.0,0.0133,60.898
检查,998,1270.0,0.0133,60.9113
回到,999,1266.0,0.0132,60.9245
这位,1000,1264.0,0.0132,60.9377
限制,1001,1262.0,0.0132,60.9509
权利,1002,1257.0,0.0132,60.9641
感觉,1003,1252.0,0.0131,60.9772
相对,1004,1251.0,0.0131,60.9903
离,1005,1250.0,0.0131,61.0034
解放,1006,1250.0,0.0131,61.0165
短,1007,1250.0,0.0131,61.0296
船,1008,1248.0,0.0131,61.0427
有效,1009,1247.0,0.013,61.0557
古代,1010,1247.0,0.013,61.0687
去年,1011,1245.0,0.013,61.0817
相信,1012,1243.0,0.013,61.0947
朝,1013,1242.0,0.013,61.1077
三十,1014,1240.0,0.013,61.1207
转,1015,1240.0,0.013,61.1337
眼,1016,1239.0,0.013,61.1597
全面,1017,1239.0,0.013,61.1467
收入,1018,1237.0,0.0129,61.1726
取,1019,1230.0,0.0129,61.1855
机会,1020,1230.0,0.0129,61.1984
观众,1021,1229.0,0.0129,61.2113
法国,1022,1227.0,0.0128,61.2241
她们,1023,1227.0,0.0128,61.2369
初,1024,1223.0,0.0128,61.2497
处于,1025,1222.0,0.0128,61.2625
马上,1026,1219.0,0.0128,61.2753
周围,1027,1217.0,0.0127,61.288
调节,1028,1216.0,0.0127,61.3007
李,1029,1215.0,0.0127,61.3134
转化,1030,1214.0,0.0127,61.3388
密切,1031,1214.0,0.0127,61.3261
习惯,1032,1211.0,0.0127,61.3515
群,1033,1209.0,0.0127,61.3642
至于,1034,1209.0,0.0127,61.3769
性格,1035,1207.0,0.0126,61.3895
系,1036,1205.0,0.0126,61.4021
工厂,1037,1205.0,0.0126,61.4147
国,1038,1203.0,0.0126,61.4273
鱼,1039,1202.0,0.0126,61.4399
面积,1040,1200.0,0.0126,61.4525
留,1041,1200.0,0.0126,61.4651
宗教,1042,1199.0,0.0125,61.4776
调整,1043,1198.0,0.0125,61.4901
实在,1044,1197.0,0.0125,61.5151
领域,1045,1197.0,0.0125,61.5026
机构,1046,1196.0,0.0125,61.5276
表,1047,1195.0,0.0125,61.5401
度,1048,1195.0,0.0125,61.5526
哩,1049,1195.0,0.0125,61.5651
故事,1050,1194.0,0.0125,61.5776
有着,1051,1193.0,0.0125,61.5901
女人,1052,1189.0,0.0124,61.6025
差,1053,1188.0,0.0124,61.6149
火,1054,1188.0,0.0124,61.6273
唱,1055,1186.0,0.0124,61.6769
综合,1056,1186.0,0.0124,61.6645
另外,1057,1186.0,0.0124,61.6521
汽车,1058,1186.0,0.0124,61.6397
降低,1059,1183.0,0.0124,61.7141
恢复,1060,1183.0,0.0124,61.6893
不敢,1061,1183.0,0.0124,61.7017
团,1062,1182.0,0.0124,61.7265
国民经济,1063,1182.0,0.0124,61.7389
脚,1064,1182.0,0.0124,61.7513
求,1065,1181.0,0.0124,61.7637
生产力,1066,1180.0,0.0123,61.776
型,1067,1179.0,0.0123,61.7883
好象,1068,1179.0,0.0123,61.8006
每天,1069,1178.0,0.0123,61.8129
符合,1070,1178.0,0.0123,61.8252000000001
同学,1071,1177.0,0.0123,61.8375000000001
体现,1072,1176.0,0.0123,61.8498000000001
批,1073,1172.0,0.0123,61.8621000000001
形态,1074,1170.0,0.0122,61.8743000000001
宣传,1075,1169.0,0.0122,61.8865000000001
哭,1076,1167.0,0.0122,61.8987000000001
深入,1077,1167.0,0.0122,61.9109000000001
毛泽东,1078,1165.0,0.0122,61.9231000000001
哲学,1079,1165.0,0.0122,61.9353000000001
看来,1080,1163.0,0.0122,61.9475000000001
大学,1081,1161.0,0.0121,61.9596000000001
片,1082,1159.0,0.0121,61.9717000000001
比例,1083,1159.0,0.0121,61.9838000000001
欧洲,1084,1158.0,0.0121,61.9959
越来越,1085,1158.0,0.0121,62.008
制造,1086,1156.0,0.0121,62.0201
作家,1087,1155.0,0.0121,62.0443
马克思主义,1088,1155.0,0.0121,62.0322
西,1089,1154.0,0.0121,62.0564
倍,1090,1152.0,0.0121,62.0685
本来,1091,1150.0,0.012,62.0805
组,1092,1150.0,0.012,62.0925
卖,1093,1149.0,0.012,62.1045
书记,1094,1144.0,0.012,62.1165
类型,1095,1141.0,0.0119,62.1284
制定,1096,1141.0,0.0119,62.1403
设计,1097,1140.0,0.0119,62.1522
车,1098,1140.0,0.0119,62.1641
要是,1099,1139.0,0.0119,62.176
成果,1100,1137.0,0.0119,62.1879
深刻,1101,1136.0,0.0119,62.1998
紧张,1102,1134.0,0.0119,62.2117
金属,1103,1123.0,0.0118,62.2235
衣服,1104,1122.0,0.0117,62.2352
来看,1105,1122.0,0.0117,62.2469
均,1106,1121.0,0.0117,62.2586
仿佛,1107,1121.0,0.0117,62.2703
机械,1108,1120.0,0.0117,62.282
篇,1109,1118.0,0.0117,62.2937
强烈,1110,1116.0,0.0117,62.3054
千,1111,1116.0,0.0117,62.3171
适当,1112,1115.0,0.0117,62.3288
脸上,1113,1114.0,0.0117,62.3405
从事,1114,1113.0,0.0116,62.3637
言,1115,1113.0,0.0116,62.3521
战斗,1116,1110.0,0.0116,62.3753
睡,1117,1109.0,0.0116,62.3869
原,1118,1109.0,0.0116,62.3985
情绪,1119,1107.0,0.0116,62.4101
流,1120,1107.0,0.0116,62.4217
周,1121,1107.0,0.0116,62.4333
不了,1122,1105.0,0.0116,62.4449
即使,1123,1104.0,0.0116,62.4565
个体,1124,1103.0,0.0115,62.468
电流,1125,1103.0,0.0115,62.4795
一方面,1126,1101.0,0.0115,62.491
急,1127,1100.0,0.0115,62.5025
等于,1128,1099.0,0.0115,62.514
同一,1129,1097.0,0.0115,62.5255
能量,1130,1097.0,0.0115,62.537
别的,1131,1095.0,0.0115,62.56
显然,1132,1095.0,0.0115,62.5485
海洋,1133,1092.0,0.0114,62.5714
调查,1134,1091.0,0.0114,62.5828
台,1135,1089.0,0.0114,62.5942
神,1136,1086.0,0.0114,62.6056
每年,1137,1083.0,0.0113,62.6169
气候,1138,1081.0,0.0113,62.6282
树,1139,1080.0,0.0113,62.6395
出发,1140,1080.0,0.0113,62.6508
成分,1141,1079.0,0.0113,62.6621
接,1142,1078.0,0.0113,62.6734
承认,1143,1077.0,0.0113,62.7073
严格,1144,1077.0,0.0113,62.696
发育,1145,1077.0,0.0113,62.6847
粮食,1146,1076.0,0.0113,62.7186
喝,1147,1075.0,0.0112,62.7298
贡献,1148,1074.0,0.0112,62.741
健康,1149,1073.0,0.0112,62.7522
方,1150,1073.0,0.0112,62.7634
嘛,1151,1072.0,0.0112,62.7746
加工,1152,1069.0,0.0112,62.7858
喊,1153,1069.0,0.0112,62.797
发表,1154,1069.0,0.0112,62.8082
样子,1155,1069.0,0.0112,62.8194
重新,1156,1065.0,0.0111,62.8305
马克思,1157,1064.0,0.0111,62.8638
一阵,1158,1064.0,0.0111,62.8416
缺乏,1159,1064.0,0.0111,62.8527
直到,1160,1063.0,0.0111,62.886
老人,1161,1063.0,0.0111,62.8749
绝对,1162,1062.0,0.0111,62.8971
成绩,1163,1062.0,0.0111,62.9082
一边,1164,1062.0,0.0111,62.9193
文艺,1165,1060.0,0.0111,62.9304
立刻,1166,1058.0,0.0111,62.9415
空间,1167,1057.0,0.0111,62.9526
机器,1168,1057.0,0.0111,62.9637
走到,1169,1057.0,0.0111,62.9748
夜,1170,1056.0,0.0111,62.9859
军队,1171,1056.0,0.0111,62.997
届,1172,1054.0,0.011,63.008
发达,1173,1054.0,0.011,63.019
劳动者,1174,1053.0,0.011,63.03
后面,1175,1053.0,0.011,63.041
落后,1176,1052.0,0.011,63.052
负责,1177,1052.0,0.011,63.063
试验,1178,1052.0,0.011,63.074
演员,1179,1051.0,0.011,63.085
消灭,1180,1051.0,0.011,63.096
不得,1181,1051.0,0.011,63.107
跳,1182,1050.0,0.011,63.118
铁,1183,1050.0,0.011,63.129
失去,1184,1050.0,0.011,63.14
单,1185,1049.0,0.011,63.151
以外,1186,1047.0,0.011,63.162
品种,1187,1047.0,0.011,63.173
土壤,1188,1047.0,0.011,63.184
地上,1189,1046.0,0.0109,63.1949
记者,1190,1044.0,0.0109,63.2058
主义,1191,1042.0,0.0109,63.2167
不足,1192,1041.0,0.0109,63.2276
黄,1193,1041.0,0.0109,63.2385
地面,1194,1039.0,0.0109,63.2494
合作,1195,1038.0,0.0109,63.2603
东,1196,1037.0,0.0109,63.2712
那时,1197,1037.0,0.0109,63.2821
不久,1198,1037.0,0.0109,63.293
气体,1199,1037.0,0.0109,63.3039
国民党,1200,1034.0,0.0108,63.3255
前进,1201,1034.0,0.0108,63.3147
主任,1202,1033.0,0.0108,63.3363
主体,1203,1032.0,0.0108,63.3471
记,1204,1032.0,0.0108,63.3579
不出,1205,1032.0,0.0108,63.3687
相反,1206,1031.0,0.0108,63.3795
一面,1207,1030.0,0.0108,63.4011
表面,1208,1030.0,0.0108,63.4119000000001
距离,1209,1030.0,0.0108,63.3903
附近,1210,1029.0,0.0108,63.4227000000001
联合,1211,1028.0,0.0108,63.4443000000001
多么,1212,1028.0,0.0108,63.4335000000001
溶液,1213,1027.0,0.0107,63.4550000000001
规模,1214,1024.0,0.0107,63.4657000000001
形势,1215,1023.0,0.0107,63.4764000000001
可见,1216,1021.0,0.0107,63.5085000000001
专门,1217,1021.0,0.0107,63.5192000000001
刺激,1218,1021.0,0.0107,63.4978000000001
审美,1219,1021.0,0.0107,63.4871000000001
刚才,1220,1020.0,0.0107,63.5299000000001
自身,1221,1016.0,0.0106,63.5405000000001
比赛,1222,1016.0,0.0106,63.5511000000001
作者,1223,1015.0,0.0106,63.5617000000001
令,1224,1014.0,0.0106,63.5723
积累,1225,1014.0,0.0106,63.5829
最近,1226,1012.0,0.0106,63.5935
率,1227,1011.0,0.0106,63.6041
各地,1228,1008.0,0.0105,63.6146
多种,1229,1007.0,0.0105,63.6251
方针,1230,1007.0,0.0105,63.6356
满,1231,1006.0,0.0105,63.6461
响,1232,1005.0,0.0105,63.6566
结束,1233,1005.0,0.0105,63.6671
意志,1234,1005.0,0.0105,63.6776
手里,1235,1004.0,0.0105,63.6881
突出,1236,1004.0,0.0105,63.6986
牛,1237,1000.0,0.0105,63.7091
颗,1238,998.0,0.0104,63.7195
毛,1239,998.0,0.0104,63.7299
军,1240,998.0,0.0104,63.7403
代,1241,997.0,0.0104,63.7923
表演,1242,997.0,0.0104,63.7819
只好,1243,997.0,0.0104,63.7507
断,1244,997.0,0.0104,63.7715
命令,1245,997.0,0.0104,63.8027
供应,1246,997.0,0.0104,63.7611
显得,1247,996.0,0.0104,63.8131
愿意,1248,995.0,0.0104,63.8235
消费,1249,995.0,0.0104,63.8339
责任,1250,994.0,0.0104,63.8443
国内,1251,993.0,0.0104,63.8547
医生,1252,993.0,0.0104,63.8651
交换,1253,993.0,0.0104,63.8755
不再,1254,993.0,0.0104,63.8859
期间,1255,992.0,0.0104,63.8963
呵,1256,988.0,0.0103,63.9066
最高,1257,984.0,0.0103,63.9272
班,1258,984.0,0.0103,63.9169
金,1259,983.0,0.0103,63.9375
队伍,1260,982.0,0.0103,63.9478
且,1261,982.0,0.0103,63.9581
传播,1262,982.0,0.0103,63.9684
幅,1263,982.0,0.0103,63.9787
飞机,1264,982.0,0.0103,63.989
想起,1265,982.0,0.0103,63.9993
原理,1266,981.0,0.0103,64.0096
追求,1267,979.0,0.0102,64.0198
表达,1268,979.0,0.0102,64.03
弄,1269,978.0,0.0102,64.0402
落,1270,976.0,0.0102,64.0504
颜色,1271,975.0,0.0102,64.0708
各国,1272,975.0,0.0102,64.0606
开发,1273,973.0,0.0102,64.081
项目,1274,973.0,0.0102,64.0912
回家,1275,971.0,0.0102,64.1014
外国,1276,971.0,0.0102,64.1116
打开,1277,971.0,0.0102,64.1218
不管,1278,970.0,0.0102,64.132
文章,1279,970.0,0.0102,64.1422
形,1280,968.0,0.0101,64.1523
相应,1281,967.0,0.0101,64.1623999999999
回去,1282,965.0,0.0101,64.1724999999999
委员会,1283,964.0,0.0101,64.1825999999999
西方,1284,964.0,0.0101,64.1926999999999
十二,1285,963.0,0.0101,64.2027999999999
细,1286,962.0,0.0101,64.2128999999999
抓,1287,962.0,0.0101,64.2229999999999
兴趣,1288,961.0,0.0101,64.2330999999999
值,1289,959.0,0.01,64.2430999999999
情感,1290,958.0,0.01,64.2530999999999
充满,1291,957.0,0.01,64.2630999999999
听说,1292,957.0,0.01,64.2730999999999
批评,1293,956.0,0.01,64.2830999999999
嘴,1294,955.0,0.01,64.2930999999999
左,1295,955.0,0.01,64.3030999999999
重点,1296,954.0,0.01,64.3130999999999
整体,1297,954.0,0.01,64.3231
比如,1298,954.0,0.01,64.3331
政权,1299,954.0,0.01,64.3431
日子,1300,952.0,0.01,64.3531
依靠,1301,951.0,0.01,64.3631
装,1302,950.0,0.0099,64.373
及时,1303,949.0,0.0099,64.3829
需,1304,949.0,0.0099,64.3928
节,1305,948.0,0.0099,64.4027
真的,1306,947.0,0.0099,64.4126
有利于,1307,946.0,0.0099,64.4225
决不,1308,946.0,0.0099,64.4324
文字,1309,945.0,0.0099,64.4423
是不是,1310,945.0,0.0099,64.4522
哪里,1311,943.0,0.0099,64.4621
不行,1312,943.0,0.0099,64.472
生产资料,1313,943.0,0.0099,64.4819
工程,1314,942.0,0.0099,64.4918
良好,1315,939.0,0.0098,64.5016
妈,1316,938.0,0.0098,64.5114
却是,1317,937.0,0.0098,64.5212
大大,1318,936.0,0.0098,64.531
德国,1319,936.0,0.0098,64.5408
南,1320,935.0,0.0098,64.5506
定,1321,933.0,0.0098,64.5604
女儿,1322,932.0,0.0098,64.5702
显著,1323,932.0,0.0098,64.58
代替,1324,930.0,0.0097,64.5897
跟着,1325,930.0,0.0097,64.5994
分钟,1326,930.0,0.0097,64.6091
科学家,1327,930.0,0.0097,64.6188
战略,1328,928.0,0.0097,64.6285
肯定,1329,927.0,0.0097,64.6382
原始,1330,926.0,0.0097,64.6479
当前,1331,926.0,0.0097,64.6575999999999
人才,1332,925.0,0.0097,64.6672999999999
股,1333,924.0,0.0097,64.6769999999999
双方,1334,924.0,0.0097,64.6866999999999
属,1335,924.0,0.0097,64.6963999999999
同意,1336,922.0,0.0096,64.7059999999999
建筑,1337,920.0,0.0096,64.7155999999999
含有,1338,919.0,0.0096,64.7251999999999
下降,1339,919.0,0.0096,64.7348
顶,1340,918.0,0.0096,64.7444
学者,1341,918.0,0.0096,64.754
究竟,1342,917.0,0.0096,64.7636
照,1343,917.0,0.0096,64.7732
热情,1344,915.0,0.0096,64.7828
直,1345,914.0,0.0096,64.7924
永远,1346,913.0,0.0096,64.802
身,1347,912.0,0.0095,64.8115
普通,1348,911.0,0.0095,64.821
留下,1349,909.0,0.0095,64.8305
消息,1350,906.0,0.0095,64.84
飞,1351,905.0,0.0095,64.8495
般,1352,904.0,0.0095,64.859
事件,1353,904.0,0.0095,64.8685
包,1354,903.0,0.0094,64.8779
推动,1355,902.0,0.0094,64.8873
一会儿,1356,900.0,0.0094,64.8967
第一次,1357,899.0,0.0094,64.9343
真实,1358,899.0,0.0094,64.9061
痛苦,1359,899.0,0.0094,64.9249
村,1360,899.0,0.0094,64.9437
加上,1361,899.0,0.0094,64.9155
总结,1362,897.0,0.0094,64.9531
替,1363,896.0,0.0094,64.9625
巩固,1364,895.0,0.0094,64.9719
帮,1365,892.0,0.0093,64.9812
竞争,1366,892.0,0.0093,64.9905
个别,1367,891.0,0.0093,64.9998
情形,1368,891.0,0.0093,65.0091
舞台,1369,887.0,0.0093,65.0184
读,1370,887.0,0.0093,65.0277
治疗,1371,886.0,0.0093,65.0463
先后,1372,886.0,0.0093,65.037
原料,1373,885.0,0.0093,65.0649
为主,1374,885.0,0.0093,65.0742
犯罪,1375,885.0,0.0093,65.0556
也就是,1376,884.0,0.0093,65.0835
须,1377,884.0,0.0093,65.0928
丈夫,1378,882.0,0.0092,65.102
